route,file,types,has_Article,has_FAQPage,has_BreadcrumbList,has_HowTo,has_EducationalOccupationalProgram,has_DefinedTermSet
"/mbas/mba-lideranca-positiva/perfil-do-aluno","mbas/mba-lideranca-positiva/perfil-do-aluno.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-ncpp","mbas/mba-ncpp.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-ncpp/grade-curricular","mbas/mba-ncpp/grade-curricular.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-ncpp/metodologia","mbas/mba-ncpp/metodologia.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-ncpp/perfil-do-aluno","mbas/mba-ncpp/perfil-do-aluno.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-neuro","mbas/mba-neuro.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-neuro/grade-curricular","mbas/mba-neuro/grade-curricular.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-neuro/metodologia","mbas/mba-neuro/metodologia.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-neuro/perfil-do-aluno","mbas/mba-neuro/perfil-do-aluno.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-positiva","mbas/mba-positiva.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-positiva/grade-curricular","mbas/mba-positiva/grade-curricular.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-positiva/metodologia","mbas/mba-positiva/metodologia.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-positiva/perfil-do-aluno","mbas/mba-positiva/perfil-do-aluno.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-pot","mbas/mba-pot.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-pot/grade-curricular","mbas/mba-pot/grade-curricular.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-pot/metodologia","mbas/mba-pot/metodologia.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/mbas/mba-pot/perfil-do-aluno","mbas/mba-pot/perfil-do-aluno.astro","EducationalOccupationalProgram|EducationalOrganization|BreadcrumbList|?ListItem|FAQPage|Question|Answer",0,1,1,0,1,0
"/metodos","metodos/index.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/metodos/act","metodos/act.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/metodos/dbt","metodos/dbt.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/metodos/emdr","metodos/emdr.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/metodos/mindfulness","metodos/mindfulness.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/metodos/tcc","metodos/tcc.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/para-quem","para-quem/index.astro","",0,0,0,0,0,0
"/para-quem/consultores","para-quem/consultores.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/para-quem/lideres","para-quem/lideres.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/para-quem/psicologos","para-quem/psicologos.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/para-quem/rh","para-quem/rh.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado","por-estado/index.astro","",0,0,0,0,0,0
"/por-estado/[uf]","por-estado/[uf].astro","?WebPage|Place",0,0,0,0,0,0
"/por-estado/ac","por-estado/ac.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/al","por-estado/al.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/am","por-estado/am.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/ap","por-estado/ap.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/ba","por-estado/ba.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/ce","por-estado/ce.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/df","por-estado/df.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/es","por-estado/es.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/go","por-estado/go.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/ma","por-estado/ma.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/mg","por-estado/mg.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/ms","por-estado/ms.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/mt","por-estado/mt.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/pa","por-estado/pa.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/pb","por-estado/pb.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/pe","por-estado/pe.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/pi","por-estado/pi.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/pr","por-estado/pr.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/rj","por-estado/rj.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/rn","por-estado/rn.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/ro","por-estado/ro.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/rr","por-estado/rr.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/rs","por-estado/rs.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/sc","por-estado/sc.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/se","por-estado/se.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/sp","por-estado/sp.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/por-estado/to","por-estado/to.astro","Article|Organization|Place|FAQPage|Question|Answer",1,1,0,0,0,0
"/pos-graduacao-psicologia","pos-graduacao-psicologia/index.astro","Article|Organization|?Audience|FAQPage|Question|Answer|?ItemList|?ListItem",1,1,0,0,0,0
"/pos-graduacao-psicologia/como-escolher","pos-graduacao-psicologia/como-escolher.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/pos-graduacao-psicologia/mba-vs-especializacao","pos-graduacao-psicologia/mba-vs-especializacao.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/pos-graduacao-psicologia/tipos","pos-graduacao-psicologia/tipos.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/recursos","recursos/index.astro","CollectionPage|WebSite|?CreativeWork|BreadcrumbList|?ListItem",0,0,1,0,0,0
"/recursos/checklist-escolher-pos-psicologia","recursos/checklist-escolher-pos-psicologia.astro","FAQPage|Question|Answer|HowTo|HowToStep|BreadcrumbList|?ListItem",0,1,1,1,0,0
"/recursos/guia-pos-psicologia","recursos/guia-pos-psicologia.astro","Article|WebSite|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/recursos/quiz-qual-mba-psicologia","recursos/quiz-qual-mba-psicologia.astro","?Quiz|WebSite|BreadcrumbList|?ListItem",0,0,1,0,0,0
"/regulacao","regulacao.astro","",0,0,0,0,0,0
"/temas","temas/index.astro","",0,0,0,0,0,0
"/temas/adhd-adulto-brasil","temas/adhd-adulto-brasil.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/burnout-prevencao","temas/burnout-prevencao.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/burnout-profissionais-saude-2026","temas/burnout-profissionais-saude-2026.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/climate-anxiety","temas/climate-anxiety.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/cultura-clima-organizacional","temas/cultura-clima-organizacional.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/diversidade-inclusao","temas/diversidade-inclusao.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/fadiga-digital","temas/fadiga-digital.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/gen-z-burnout","temas/gen-z-burnout.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/ia-em-rh","temas/ia-em-rh.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/ia-generativa-rh","temas/ia-generativa-rh.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/ia-psicodiagnostico-2026","temas/ia-psicodiagnostico-2026.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/lideranca-positiva","temas/lideranca-positiva.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/lideranca-toxica","temas/lideranca-toxica.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/longevidade-no-trabalho","temas/longevidade-no-trabalho.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/neurociencia-aplicada-aprendizagem","temas/neurociencia-aplicada-aprendizagem.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/neurodiversidade-corporativa","temas/neurodiversidade-corporativa.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/nr1-riscos-psicossociais","temas/nr1-riscos-psicossociais.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/people-analytics","temas/people-analytics.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/psicose-primeiro-episodio","temas/psicose-primeiro-episodio.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/saude-mental-perinatal","temas/saude-mental-perinatal.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/saude-mental-trabalho","temas/saude-mental-trabalho.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/saude-mental-trabalho-remoto","temas/saude-mental-trabalho-remoto.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/seguranca-psicologica","temas/seguranca-psicologica.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
"/temas/tea-adulto-trabalho","temas/tea-adulto-trabalho.astro","Article|Organization|FAQPage|Question|Answer|BreadcrumbList|?ListItem",1,1,1,0,0,0
"/temas/trabalho-hibrido","temas/trabalho-hibrido.astro","Article|Organization|FAQPage|Question|Answer",1,1,0,0,0,0
